id,code,site_number,fac_type,fac_use,faa_region,faa_dist,city,county,state,full_name,own_type,longitude,latitude,elevation,aero_cht,cbd_dist,cbd_dir,act_date,cert,fed_agree,cust_intl,c_ldg_rts,joint_use,mil_rts,cntl_twr,major
12648,8B4,15821.61*A,AIRPORT,PU,AEA,NYC,NORTH ROSE,WAYNE,NY,FARNSWORTHS AIR STRIP,PR,-76.880000,43.190000,420,NEW YORK,1,NE,,,,,,,,N,N
12649,NK40,15821.7*H,HELIPORT,PR,AEA,NYC,NORTH TARRYTOWN,WESTCHESTER,NY,IBM MOUNT PLEASANT,PR,-73.860000,41.110000,150,NEW YORK,0,,06/1981,,,,,,,N,N
12650,0NY1,15822.*A,AIRPORT,PR,AEA,NYC,NORTHUMBERLAND,SARATOGA,NY,RUSSELL FLD,PR,-73.650000,43.130000,260,NEW YORK,0,,,,,,,,,N,N
12651,0NY2,15824.*A,AIRPORT,PR,AEA,NYC,NORTH WESTERN,ONEIDA,NY,FLYING ACRES,PR,-75.350000,43.340000,840,NEW YORK,1,SE,,,,,,,,N,N
12652,OIC,15836.*A,AIRPORT,PU,AEA,NYC,NORWICH,CHENANGO,NY,LT WARREN EATON,PU,-75.520000,42.560000,1025,NEW YORK,2,N,,,NGY,N,N,N,Y,N,N
12653,OGS,15851.*A,AIRPORT,PU,AEA,NYC,OGDENSBURG,ST LAWRENCE,NY,OGDENSBURG INTL,PU,-75.460000,44.680000,297,MONTREAL,2,SE,,AU 05/1980,NGY,Y,N,N,Y,N,N
12654,0NY3,15851.4*A,AIRPORT,PR,AEA,NYC,OHIO,HERKIMER,NY,KERMIZIAN,PR,-74.930000,43.310000,1440,NEW YORK,3,SE,,,,,,,,N,N
12655,D80,15852.*A,AIRPORT,PU,AEA,NYC,OLCOTT,NIAGARA,NY,OLCOTT-NEWFANE,PR,-78.720000,43.320000,315,DETROIT,2,SW,,,,N,N,N,N,N,N
12656,8G3,15857.*A,AIRPORT,PU,AEA,NYC,OLEAN,CATTARAUGUS,NY,GIERMEK EXECUTIVE,PR,-78.400000,42.060000,1420,DETROIT,2,SE,,,,N,N,N,,N,N
12657,5NK4,15857.01*H,HELIPORT,PR,AEA,NYC,OLEAN,CATTARAUGUS,NY,OLEAN GENERAL,PR,-78.420000,42.090000,1426,DETROIT,5,N,02/1999,,,,,,,N,N
12658,OLE,15857.1*A,AIRPORT,PU,AEA,NYC,OLEAN,CATTARAUGUS,NY,CATTARAUGUS COUNTY-OLEAN,PU,-78.370000,42.240000,2135,DETROIT,10,N,,,NGY,N,N,N,Y,N,N
12659,75NY,15857.2*A,AIRPORT,PR,AEA,NYC,OLEAN,CATTARAUGUS,NY,REISS GAME FARM,PR,-78.310000,42.110000,1698,DETROIT,7,NE,,,,,,,,N,N
12660,0NY5,15864.1*H,HELIPORT,PR,AEA,NYC,ONEIDA,MADISON,NY,STATE POLICE TROOP D,PU,-75.640000,43.090000,507,NEW YORK,1,S,,,,,,,,N,N
12661,1NK2,15864.11*H,HELIPORT,PR,AEA,NYC,ONEIDA,MADISON,NY,ONEIDA CITY HOSPITAL,PU,-75.650000,43.070000,523,NEW YORK,1,S,11/1992,,,,,,,N,N
12662,41N,15866.1*A,AIRPORT,PR,AEA,NYC,ONEONTA,OTSEGO,NY,F&F AIRPARK,PR,-75.010000,42.450000,1110,NEW YORK,3,E,,,,N,N,,,N,N
12663,N66,15866.11*A,AIRPORT,PU,AEA,NYC,ONEONTA,OTSEGO,NY,ONEONTA MUNI,PU,-75.060000,42.520000,1764,NEW YORK,3,N,,,NGY,N,N,N,Y,N,N
12664,7NY7,15871.*H,HELIPORT,PR,AEA,NYC,ORANGETOWN,ROCKLAND,NY,IBM CUSTOMER EXECUTIVE EDUCATION CTR,PR,-73.910000,41.010000,173,NEW YORK,3,N,06/1991,,,,,,,N,N
12665,N34,15873.*A,AIRPORT,PU,AEA,NYC,ORCHARD PARK,ERIE,NY,ORCHARD PARK,PR,-78.740000,42.790000,789,DETROIT,2,N,,,,N,N,N,N,N,N
12666,2NK3,15873.5*A,AIRPORT,PR,AEA,NYC,ORIENT,SUFFOLK,NY,ROSE FIELD,PR,-72.280000,41.150000,20,NEW YORK,2,E,06/1987,,,,,,,N,N
12667,NK78,15873.8*H,HELIPORT,PR,AEA,NYC,OSSINING,WESTCHESTER,NY,GE MANAGEMENT DEVELOPMENT INSTITUTE,PR,-73.860000,41.180000,181,NEW YORK,1,N,06/1984,,,,,,,N,N
12668,NK90,15873.81*H,HELIPORT,PR,AEA,NYC,OSSINING,WESTCHESTER,NY,TLI,PR,-73.860000,41.140000,9,NEW YORK,9,NE,07/1985,,,,,,,N,N
12669,5NK5,15874.5*A,AIRPORT,PR,AEA,NYC,OSWEGO,OSWEGO,NY,KINGDOM FIELD,PR,-76.440000,43.400000,380,NEW YORK,5,SE,02/1999,,,,,,,N,N
12670,D82,15879.*A,AIRPORT,PU,AEA,NYC,OVID,SENECA,NY,OVID,PR,-76.790000,42.650000,1062,NEW YORK,2,SE,,,,,,,,N,N
12671,9NY3,15887.02*H,HELIPORT,PR,AEA,NYC,OWEGO,TIOGA,NY,SUSQUEHANNA,PR,-76.220000,42.090000,884,NEW YORK,2,SE,,,,,,,,N,N
12672,NK49,15887.03*H,HELIPORT,PR,AEA,NYC,OWEGO,TIOGA,NY,IBM OWEGO,PR,-76.220000,42.100000,907,NEW YORK,2,E,,,,,,,,N,N
12673,5NK6,15898.*H,HELIPORT,PR,AEA,NYC,PAINTED POST,STEUBEN,NY,ERWIN,PR,-77.090000,42.150000,1022,DETROIT,1,S,02/1999,,,,,,,N,N
12674,4NK2,15901.*A,AIRPORT,PR,AEA,NYC,PALMYRA,WAYNE,NY,PALMYRA AIRPARK,PR,-77.230000,43.070000,460,DETROIT,0,NE,,,,N,N,N,N,N,N
12675,74NY,15901.01*A,AIRPORT,PR,AEA,NYC,PALMYRA,ONTARIO,NY,NEW SALEM AERODROME,PR,-77.290000,43.000000,660,DETROIT,4,SW,,,,,,,,N,N
12676,NK67,15906.*A,AIRPORT,PR,AEA,NYC,PARISH,OSWEGO,NY,EICHLER,PR,-76.130000,43.420000,450,NEW YORK,2,N,03/1983,,,,,,,N,N
12677,9NY5,15908.1*H,HELIPORT,PR,AEA,NYC,PATCHOGUE,SUFFOLK,NY,NORMAN KURRASS CONTRACTOR,PR,-72.910000,40.800000,30,NEW YORK,4,E,,,,,,N,N,N,N
12678,5NK7,15910.*H,HELIPORT,PR,AEA,NYC,PAWLING,DUTCHESS,NY,HAMMERSLEY HILL,PR,-73.550000,41.590000,940,NEW YORK,3,E,02/1999,,,,,,,N,N
12679,5NK8,15910.01*H,HELIPORT,PR,AEA,NYC,PAWLING,DUTCHESS,NY,SOUTH QUAKER,PR,-73.580000,41.520000,700,NEW YORK,3,S,02/1999,,,,,,,N,N
12680,7N2,15916.*C,SEAPLANE BASE,PU,AEA,NYC,PEEKSKILL,WESTCHESTER,NY,PEEKSKILL,PR,-73.960000,41.240000,0,NEW YORK,3,SW,,,,N,N,N,N,N,N
12681,2NK4,15916.1*H,HELIPORT,PR,AEA,NYC,PEEKSKILL,WESTCHESTER,NY,WESTCHESTER RESCO,PR,-73.940000,41.270000,72,NEW YORK,1,NE,06/1987,,,,,,,N,N
12682,77NY,15930.*A,AIRPORT,PR,AEA,NYC,PENDLETON,NIAGARA,NY,PENDLETON AIRPARK,PR,-78.770000,43.080000,582,DETROIT,2,SW,,,,,,,,N,N
12683,78NY,15930.01*A,AIRPORT,PR,AEA,NYC,PENDLETON,NIAGARA,NY,FLYING F,PR,-78.810000,43.050000,580,DETROIT,1,N,,,,,,,,N,N
12684,79NY,15930.1*A,AIRPORT,PR,AEA,NYC,PENDLETON,NIAGARA,NY,SMITH,PR,-78.810000,43.080000,580,DETROIT,4,W,,,,N,N,N,N,N,N
12685,PEO,15932.*A,AIRPORT,PU,AEA,NYC,PENN YAN,YATES,NY,PENN YAN,PU,-77.050000,42.630000,977,DETROIT,1,S,,,NGY,N,N,N,N,N,N
12686,01G,15942.*A,AIRPORT,PU,AEA,NYC,PERRY,WYOMING,NY,PERRY-WARSAW,PU,-78.050000,42.740000,1559,DETROIT,3,NW,,,NGY1,N,N,N,Y,N,N
12687,0NY7,15943.*A,AIRPORT,PR,AEA,NYC,PERTH,FULTON,NY,MURPHYS LNDG STRIP,PR,-74.180000,43.030000,940,NEW YORK,1,N,,,,,,,,N,N
12688,0NY8,15943.01*A,AIRPORT,PR,AEA,NYC,PERTH,FULTON,NY,WENSKOSKI FIELD,PR,-74.240000,42.990000,800,NEW YORK,3,SW,,,,,,,,N,N
12689,9NY7,15943.02*A,AIRPORT,PR,AEA,NYC,PERTH,FULTON,NY,HART,PR,-74.150000,43.030000,925,NEW YORK,2,NE,,,,,,,,N,N
12690,NY31,15945.9*A,AIRPORT,PR,AEA,NYC,PHOENIX,ONONDAGA,NY,RABBIT LANE,PR,-76.360000,43.220000,405,NEW YORK,4,W,,,,,,,,N,N
12691,NK95,15947.4*H,HELIPORT,PR,AEA,NYC,PINE ISLAND,ORANGE,NY,BASTEK,PR,-74.500000,41.320000,450,NEW YORK,2,NW,12/1985,,,,,,,N,N
12692,0NY9,15949.*C,SEAPLANE BASE,PR,AEA,NYC,PISECO LAKE,HAMILTON,NY,KNOX BAY,PR,-74.510000,43.420000,1661,NEW YORK,2,S,,,,,,N,N,N,N
12693,K09,15951.*A,AIRPORT,PU,AEA,NYC,PISECO,HAMILTON,NY,PISECO,PU,-74.510000,43.450000,1703,NEW YORK,1,N,,,NGY,N,N,N,Y,N,N
12694,PLB,15957.*A,AIRPORT,PU,AEA,NYC,PLATTSBURGH,CLINTON,NY,CLINTON CO,PU,-73.520000,44.680000,371,MONTREAL,3,W,,AU 05/1980,NGRY3,N,N,N,Y,N,N
12695,PBG,15957.01*A,AIRPORT,PU,AEA,NYC,PLATTSBURGH,CLINTON,NY,PLATTSBURGH INTL,MA,-73.460000,44.650000,235,MONTREAL,3,S,,,N,N,N,N,Y,N,N
12696,1NY0,15968.*A,AIRPORT,PR,AEA,NYC,POMPEY,ONONDAGA,NY,WALLBRIDGE,PR,-75.990000,42.880000,1383,NEW YORK,1,S,,,,,,,,N,N
12697,NK45,15979.01*H,HELIPORT,PR,AEA,NYC,PORT JEFFERSON,SUFFOLK,NY,ST CHARLES HOSPITAL,PR,-73.060000,40.940000,500,NEW YORK,0,N,07/1981,,,,,,,N,N
12698,NK41,15979.02*H,HELIPORT,PR,AEA,NYC,PORT JEFFERSON,SUFFOLK,NY,MATHER,PR,-73.050000,40.930000,203,NEW YORK,0,N,06/1981,,,,,,,N,N
12699,N19,15979.4*H,HELIPORT,PR,AEA,NYC,PORT JERVIS,ORANGE,NY,PORT JERVIS FIRE DEPARTMENT,PU,-74.670000,41.370000,420,NEW YORK,1,E,,,,,,,,N,N
12700,7N3,15983.*C,SEAPLANE BASE,PU,AEA,NYC,PORT WASHINGTON,NASSAU,NY,SANDS POINT,PR,-73.710000,40.830000,0,NEW YORK,2,NW,,,,N,N,N,N,N,N
12701,9NY8,15983.1*H,HELIPORT,PR,AEA,NYC,PORT WASHINGTON,NASSAU,NY,THOMSON INDUSTRIES INC,PR,-73.700000,40.840000,20,NEW YORK,0,E,,,,,,,,N,N
12702,PTD,15986.*A,AIRPORT,PU,AEA,NYC,POTSDAM,ST LAWRENCE,NY,POTSDAM MUNI/DAMON FLD/,PU,-74.940000,44.670000,474,MONTREAL,2,E,,,NGY,N,N,N,Y,N,N
12703,POU,15989.2*A,AIRPORT,PU,AEA,NYC,POUGHKEEPSIE,DUTCHESS,NY,DUTCHESS COUNTY,PU,-73.880000,41.620000,165,NEW YORK,4,S,,AU 12/1984,NGRY,N,N,N,Y,Y,N
12704,NK96,15989.22*H,HELIPORT,PR,AEA,NYC,POUGHKEEPSIE,DUTCHESS,NY,ST FRANCIS HOSPITAL,PR,-73.920000,41.710000,163,NEW YORK,0,N,12/1985,,,,,,,N,N
12705,9NY9,15989.23*H,HELIPORT,PR,AEA,NYC,POUGHKEEPSIE,DUTCHESS,NY,POUGHKEEPSIE MAIN PLANT,PR,-73.940000,41.650000,100,NEW YORK,2,SW,,,,,,,,N,N
12706,01NY,15989.24*H,HELIPORT,PR,AEA,NYC,POUGHKEEPSIE,DUTCHESS,NY,VASSAR HOSPITAL,PR,-73.940000,41.700000,100,NEW YORK,3,SW,,,,,,,,N,N
12707,1NY5,15989.3*A,AIRPORT,PR,AEA,NYC,POUGHKEEPSIE,DUTCHESS,NY,SHERMAN FIELD,PR,-73.740000,41.630000,625,NEW YORK,10,SE,03/1991,,,,,,,N,N
12708,1NY1,15992.*A,AIRPORT,PR,AEA,NYC,PULASKI,OSWEGO,NY,PULASKI,PR,-76.110000,43.550000,430,NEW YORK,1,E,,,N,,,,,N,N
12709,05NY,15992.01*H,HELIPORT,PR,AEA,NYC,PULASKI,OSWEGO,NY,OSWEGO COUNTY AT PULASKI,PR,-76.090000,43.550000,445,NEW YORK,1,SE,03/1990,,,,,,,N,N
12710,1NY2,15992.02*A,AIRPORT,PR,AEA,NYC,PULASKI,OSWEGO,NY,KIDDER FLD,PR,-76.160000,43.610000,360,NEW YORK,3,SE,,,,,,,,N,N
12711,N65,15994.4*A,AIRPORT,PU,AEA,NYC,QUAKER STREET,ALBANY,NY,KNOX,PR,-74.160000,42.720000,1130,NEW YORK,1,SE,,,,,,,,N,N
12712,NK83,15994.41*A,AIRPORT,PR,AEA,NYC,QUAKER STREET,SCHOHARIE,NY,BOSS,PR,-74.220000,42.710000,1330,NEW YORK,2,SW,10/1984,,,,,,,N,N
12713,D85,15995.1*A,AIRPORT,PU,AEA,NYC,RANDOLPH,CATTARAUGUS,NY,RANDOLPH,PR,-79.010000,42.150000,1665,DETROIT,2,W,,,,N,N,,,N,N
12714,19NY,16005.*A,AIRPORT,PR,AEA,NYC,READING,SCHUYLER,NY,FOUR SEASONS,PR,-77.960000,42.400000,1650,DETROIT,4,SW,12/1993,,,,,,,N,N
12715,NY42,16007.*A,AIRPORT,PR,AEA,NYC,RED CREEK,CAYUGA,NY,PARADISE,PR,-76.680000,43.220000,420,NEW YORK,2,SE,11/1988,,,,,,,N,N
12716,46N,16009.*A,AIRPORT,PU,AEA,NYC,RED HOOK,DUTCHESS,NY,SKY PARK,PR,-73.830000,41.980000,323,NEW YORK,2,E,,,,,,,,N,N
12717,NY57,16011.*A,AIRPORT,PR,AEA,NYC,REMSEN,ONEIDA,NY,REMSEN CITY,PR,-75.180000,43.360000,1220,NEW YORK,3,N,,,,,,,,N,N
12718,10NY,16011.01*H,HELIPORT,PR,AEA,NYC,REMSEN,ONEIDA,NY,BEAVER MEADOW,PR,-75.150000,43.360000,1195,NEW YORK,3,NE,03/1990,,,,,,,N,N
12719,25NY,16011.2*H,HELIPORT,PR,AEA,NYC,REMSENBURG,SUFFOLK,NY,CARTER'S,PR,-72.690000,40.800000,5,NEW YORK,2,W,12/1993,,,,,,,N,N
12720,NY86,16012.5*A,AIRPORT,PR,AEA,NYC,RENSSELAERVILLE,ALBANY,NY,WAXWING,PR,-74.110000,42.510000,1680,NEW YORK,2,SE,11/1990,,,,,,,N,N
12721,NY94,16014.1*A,AIRPORT,PR,AEA,NYC,RHINEBECK,DUTCHESS,NY,OLD RHINEBECK,PR,-73.860000,41.970000,323,NEW YORK,3,NE,,,,,,,,N,N
12722,NY68,16016.5*A,AIRPORT,PR,AEA,NYC,RICHFIELD SPRINGS,HERKIMER,NY,RICHFIELD,PR,-74.940000,42.860000,1450,NEW YORK,2,E,,,,,,,,N,N
12723,1NY3,16017.*A,AIRPORT,PR,AEA,NYC,RICHLAND,OSWEGO,NY,RICHLAND,PR,-76.030000,43.560000,560,NEW YORK,1,E,,,,N,N,N,N,N,N
12724,03NY,16026.12*A,AIRPORT,PR,AEA,NYC,RIVERHEAD,SUFFOLK,NY,TALMAGE FLD,PR,-72.710000,40.950000,95,NEW YORK,3,NW,,,,,,,,N,N
12725,83NY,16030.31*H,HELIPORT,PR,AEA,NYC,ROCHESTER,MONROE,NY,NORCROSS HELIPAD,PR,-77.640000,43.120000,530,DETROIT,2,E,,,,,,,,N,N
12726,29NY,16030.32*H,HELIPORT,PR,AEA,NYC,ROCHESTER,MONROE,NY,A C ROCHESTER ENGINEERING CENTER,PR,-77.650000,43.040000,565,DETROIT,10,S,12/1993,,,,,,,N,N
12727,ROC,16034.*A,AIRPORT,PU,AEA,NYC,ROCHESTER,MONROE,NY,GREATER ROCHESTER INTERNATIONAL,PU,-77.670000,43.110000,560,DETROIT,3,SW,,CS 05/1973,NGY3,Y,N,N,Y,Y,Y
12728,2NY5,16034.01*H,HELIPORT,PR,AEA,NYC,ROCHESTER,MONROE,NY,STRONG MEMORIAL HOSPITAL,PR,-77.620000,43.120000,554,DETROIT,2,SW,11/1992,,,,,,,N,N
12729,RME,16040.*A,AIRPORT,PU,AEA,NYC,ROME,ONEIDA,NY,GRIFFISS AIRPARK,MA,-75.400000,43.230000,504,NEW YORK,1,W,,,,N,N,,Y,Y,N
12730,K16,16040.1*A,AIRPORT,PU,AEA,NYC,ROME,ONEIDA,NY,BECKS GROVE,PR,-75.600000,43.250000,450,NEW YORK,8,NW,,,,N,N,N,N,N,N
12731,5NY4,16040.11*A,AIRPORT,PR,AEA,NYC,ROME,ONEIDA,NY,STANWIX HEIGHTS,PR,-75.430000,43.150000,610,NEW YORK,4,S,06/1991,,,,,,,N,N
12732,8NY1,16042.01*H,HELIPORT,PR,AEA,NYC,ROSCOE,DELAWARE,NY,JAMES CARL MEMORIAL,PR,-74.930000,41.980000,1863,NEW YORK,4,N,06/1991,,,,,,,N,N
12733,7N5,16042.1*A,AIRPORT,PR,AEA,NYC,ROSCOE,SULLIVAN,NY,SKYTOP,PR,-74.980000,41.870000,2094,NEW YORK,5,SW,,,,N,N,,,N,N
12734,W57,16046.*A,AIRPORT,PU,AEA,NYC,ROUND LAKE,SARATOGA,NY,ROUND LAKE,PR,-73.770000,42.920000,175,NEW YORK,2,E,,,,,,,,N,N
12735,K21,16048.*C,SEAPLANE BASE,PU,AEA,NYC,ROUSES POINT,CLINTON,NY,ROUSES POINT,PU,-73.360000,44.990000,95,MONTREAL,0,E,,,,Y,N,N,N,N,N
12736,1NK0,16049.*A,AIRPORT,PR,AEA,NYC,ROXBURY,DELAWARE,NY,ROXBURY RUNWAY,PR,-74.540000,42.290000,1600,NEW YORK,1,SW,10/1986,,,,,,,N,N
12737,84NY,16052.*A,AIRPORT,PR,AEA,NYC,RUSH,MONROE,NY,SKYVIEW,PR,-77.610000,42.980000,642,DETROIT,2,E,,,,,,,,N,N
12738,1NY4,16095.9*A,AIRPORT,PR,AEA,NYC,SARANAC,CLINTON,NY,HIGH BANKS FARM LANDING AREA,PR,-73.910000,44.610000,1520,MONTREAL,0,,,,,,,,,N,N
12739,NK11,16095.91*H,HELIPORT,PR,AEA,NYC,SARANAC LAKE,ESSEX,NY,TROOP B. HEADQUARTERS,PU,-74.080000,44.300000,1663,NEW YORK,4,E,,,,,,,,N,N
12740,NY17,16095.92*A,AIRPORT,PR,AEA,NYC,PLATTSBURGH,CLINTON,NY,ADIRONDACK AIRPARK ESTATES,PR,-73.850000,44.600000,1352,NEW YORK,6,SW,02/1999,,,,,,,N,N
12741,SLK,16097.*A,AIRPORT,PU,AEA,NYC,SARANAC LAKE,FRANKLIN,NY,ADIRONDACK REGIONAL,PU,-74.200000,44.380000,1663,MONTREAL,4,NW,,AU 06/1975,NGY3,N,N,N,Y,N,N
12742,5B2,16100.2*A,AIRPORT,PU,AEA,NYC,SARATOGA SPRINGS,SARATOGA,NY,SARATOGA COUNTY,PU,-73.860000,43.050000,433,NEW YORK,3,SW,,,NGY3,N,Y,N,Y,N,N
12743,7NK2,16100.21*H,HELIPORT,PR,AEA,NYC,SARATOGA SPRINGS,SARATOGA,NY,SARATOGA HOSPITAL,PR,-73.800000,43.080000,379,NEW YORK,1,E,09/1999,,,,,,,N,N
12744,D86,16104.*A,AIRPORT,PR,AEA,NYC,SARDINIA,ERIE,NY,BASHER FIELD,PR,-78.550000,42.560000,1855,DETROIT,3,NW,,,,,,,,N,N
12745,85NY,16104.1*A,AIRPORT,PR,AEA,NYC,SARDINIA,ERIE,NY,HIGH ACRES,PR,-78.520000,42.570000,1540,DETROIT,2,N,,,,,,,,N,N
12746,45NY,16115.*H,HELIPORT,PR,AEA,NYC,SAYVILLE,SUFFOLK,NY,WATERFRONT FLOATING HELISTOP,PR,-73.040000,40.680000,0,NEW YORK,7,N,10/1989,,,,,,,N,N
12747,SCH,16118.*A,AIRPORT,PU,AEA,NYC,SCHENECTADY,SCHENECTADY,NY,SCHENECTADY COUNTY,PU,-73.920000,42.850000,378,NEW YORK,3,N,,,NGY3,N,Y,Y,Y,Y,N
12748,NK61,16118.01*H,HELIPORT,PR,AEA,NYC,SCHENECTADY,SCHENECTADY,NY,GENERAL ELECTRIC R&D CENTER,PR,-73.870000,42.820000,354,NEW YORK,4,W,12/1982,,,,,,,N,N
12749,94D,16118.1*C,SEAPLANE BASE,PU,AEA,NYC,SCHENECTADY,SCHENECTADY,NY,WELLS,PR,-73.900000,42.840000,210,NEW YORK,3,NE,,,,N,N,N,N,N,N
12750,6NK0,16120.*A,AIRPORT,PR,AEA,NYC,SCHENEVUS,OTSEGO,NY,KNAPP,PR,-74.820000,42.620000,1300,NEW YORK,4,N,02/1999,,,,,,,N,N
12751,4B7,16127.*A,AIRPORT,PU,AEA,NYC,SCHROON LAKE,ESSEX,NY,SCHROON LAKE,PU,-73.740000,43.860000,830,NEW YORK,2,N,,,,N,N,N,N,N,N
12752,B04,16130.*A,AIRPORT,PU,AEA,NYC,SCHUYLERVILLE,SARATOGA,NY,GARNSEYS,PR,-73.580000,43.070000,100,NEW YORK,1,S,,,,,,,,N,N
12753,1NY8,16131.7*A,AIRPORT,PR,AEA,NYC,SCIPIO,CAYUGA,NY,KILLIAN AIRFIELD,PR,-76.580000,42.800000,1020,NEW YORK,8,S,,,,,,N,N,N,N
12754,K13,16133.*A,AIRPORT,PU,AEA,NYC,SCOTIA,SCHENECTADY,NY,MOHAWK VALLEY,PR,-74.020000,42.860000,240,NEW YORK,3,NW,,,,N,N,N,N,N,N
12755,0G7,16144.*A,AIRPORT,PU,AEA,NYC,SENECA FALLS,SENECA,NY,FINGER LAKES REGIONAL,PU,-76.780000,42.880000,491,NEW YORK,2,SE,,,NGY,N,N,N,N,N,N
12756,K31,16171.*A,AIRPORT,PU,AEA,NYC,SHARON SPRINGS,SCHOHARIE,NY,SHARON,PR,-74.570000,42.770000,1508,NEW YORK,2,SE,,,N,,,,,N,N
12757,NK91,16171.01*A,AIRPORT,PR,AEA,NYC,SHARON SPRINGS,SCHOHARIE,NY,BOYLE'S LANDING,PR,-74.620000,42.810000,1300,NEW YORK,2,SW,07/1985,,,,,,,N,N
12758,88NY,16173.*A,AIRPORT,PR,AEA,NYC,SHELBY,ORLEANS,NY,ZELAZNY,PR,-78.350000,43.150000,635,DETROIT,4,SE,,,,,,,,N,N
12759,89NY,16173.31*A,AIRPORT,PR,AEA,NYC,SHELDON,WYOMING,NY,SHELDON AIRSTRIP,PR,-78.390000,42.750000,1550,DETROIT,2,NE,,,,,,,,N,N
12760,49NY,16175.*A,AIRPORT,PR,AEA,NYC,SHELTER ISLAND,SUFFOLK,NY,WESTMORELAND,PR,-72.340000,41.060000,24,NEW YORK,1,W,,,,,,,,N,N
12761,D88,16177.*A,AIRPORT,PU,AEA,NYC,SHERMAN,CHAUTAUQUA,NY,PRATT'S EASTERN DIVIDE,PR,-79.680000,42.150000,1640,DETROIT,4,W,,,,N,N,N,N,N,N
12762,HWV,16179.*A,AIRPORT,PU,AEA,NYC,SHIRLEY,SUFFOLK,NY,BROOKHAVEN,PU,-72.860000,40.810000,82,NEW YORK,1,N,,,NGY,N,N,N,Y,N,N
12763,N23,16181.*A,AIRPORT,PU,AEA,NYC,SIDNEY,DELAWARE,NY,SIDNEY MUNI,PU,-75.410000,42.300000,1027,NEW YORK,1,W,,,NGY,N,N,N,Y,N,N
12764,6B9,16191.1*A,AIRPORT,PU,AEA,NYC,SKANEATELES,ONONDAGA,NY,SKANEATELES AERO DROME,PR,-76.440000,42.910000,1038,NEW YORK,2,SW,,,,N,N,N,N,N,N
12765,NK79,16191.7*A,AIRPORT,PR,AEA,NYC,SLATE HILL,ORANGE,NY,LEWIS LANDING,PR,-74.530000,41.410000,880,NEW YORK,4,SE,06/1984,,,,,,,N,N
12766,NK42,16195.5*H,HELIPORT,PR,AEA,NYC,SMITHTOWN,SUFFOLK,NY,ST JOHN'S EPISCOPAL HOSPITAL,PR,-73.220000,40.860000,130,NEW YORK,0,N,06/1981,,,,,,,N,N
12767,NY44,16202.*H,HELIPORT,PR,AEA,NYC,SOMERS,WESTCHESTER,NY,IBM SOMMERS,PR,-73.670000,41.310000,495,NEW YORK,1,NW,11/1988,,,,,,,N,N
12768,87N,16205.1*H,HELIPORT,PU,AEA,NYC,SOUTHAMPTON,SUFFOLK,NY,SOUTHAMPTON,PU,-72.460000,40.840000,5,NEW YORK,4,SW,,,,,,,,N,N
12769,NK29,16205.12*H,HELIPORT,PR,AEA,NYC,SOUTHAMPTON,SUFFOLK,NY,SOUTHAMPTON VILLAGE,PU,-72.410000,40.850000,41,NEW YORK,0,E,,,,,,,,N,N
12770,4B0,16205.5*A,AIRPORT,PU,AEA,NYC,SOUTH BETHLEHEM,ALBANY,NY,SOUTH ALBANY,PR,-73.830000,42.560000,196,NEW YORK,2,N,,,N,,,N,,N,N
12771,2NY0,16205.7*A,AIRPORT,PR,AEA,NYC,SOUTH CAIRO,GREENE,NY,CATSKILL VALLEY AIRPARK,PR,-73.950000,42.280000,190,NEW YORK,3,SE,,,,,,N,N,N,N
12772,7NK3,16205.71*A,AIRPORT,PR,AEA,NYC,SOUTH CAIRO,GREENE,NY,SANDY PLAINS,PR,-73.930000,42.270000,200,,1,E,07/1999,,,,,,,N,N
12773,D89,16208.*A,AIRPORT,PR,AEA,NYC,SOUTH DAYTON,CATTARAUGUS,NY,SOUTH DAYTON,PR,-79.000000,42.370000,1300,DETROIT,2,E,,,,,,,,N,N
12774,NY48,16211.*A,AIRPORT,PR,AEA,NYC,SOUTH KORTRIGHT,DELAWARE,NY,GRACE'S LANDING,PR,-74.740000,42.330000,1500,NEW YORK,2,W,11/1988,,,,,,,N,N
12775,NK26,16235.*A,AIRPORT,PR,AEA,NYC,SOUTH VALLEY,CATTARAUGUS,NY,COLE'S LANDING,PR,-78.980000,42.050000,1386,DETROIT,2,NW,11/1993,,,,,,,N,N
12776,11NY,16239.*A,AIRPORT,PR,AEA,NYC,SPENCER,TIOGA,NY,SAIKKONEN,PR,-76.440000,42.200000,969,NEW YORK,3,E,,,,,,,,N,N
12777,91NY,16239.5*A,AIRPORT,PR,AEA,NYC,SPENCERPORT,MONROE,NY,MANITOU FIELD,PR,-77.740000,43.190000,470,DETROIT,3,E,,,,,,,,N,N
12778,D91,16239.51*A,AIRPORT,PU,AEA,NYC,SPENCERPORT,MONROE,NY,SPENCERPORT AIRPARK,PR,-77.810000,43.160000,614,DETROIT,2,S,,,,,,,,N,N
12779,7NK4,16239.52*A,AIRPORT,PR,AEA,NYC,SPENCEPORT,MONROE,NY,RIDGE ROAD WEST,PR,-77.810000,43.220000,400,DETROIT,3,NW,02/1999,,,,,,,N,N
12780,3NY3,16240.*A,AIRPORT,PR,AEA,NYC,SPRINGFIELD,OTSEGO,NY,DE RONDA,PR,-74.820000,42.850000,1650,NEW YORK,3,NE,04/1992,,,,,,,N,N
